home_team,away_team,home_result,away_result,result,date,round,city,stadium,edition
Germany,Italy,0.0,0.0,draw,1978-01-01,semi_final,Buenos Aires,,1978-ARGENTINA
Brazil,Peru,3.0,0.0,Brazil,1978-01-01,semi_final,Mendoza,,1978-ARGENTINA
Argentina,Poland,2.0,0.0,Argentina,1978-01-01,semi_final,Rosario,,1978-ARGENTINA
Poland,Peru,1.0,0.0,Poland,1978-01-01,semi_final,Mendoza,,1978-ARGENTINA
Germany,Netherlands,2.0,2.0,draw,1978-01-01,semi_final,Cordoba,,1978-ARGENTINA
Italy,Austria,1.0,0.0,Italy,1978-01-01,semi_final,Buenos Aires,,1978-ARGENTINA
Argentina,Brazil,0.0,0.0,draw,1978-01-01,semi_final,Rosario,,1978-ARGENTINA
Austria,Germany,3.0,2.0,Austria,1978-01-01,semi_final,Cordoba,,1978-ARGENTINA
Netherlands,Italy,2.0,1.0,Netherlands,1978-01-01,semi_final,Buenos Aires,,1978-ARGENTINA
Brazil,Poland,3.0,1.0,Brazil,1978-01-01,semi_final,Mendoza,,1978-ARGENTINA
Argentina,Peru,6.0,0.0,Argentina,1978-01-01,semi_final,Rosario,,1978-ARGENTINA
Brazil,Italy,2.0,1.0,Brazil,1978-01-01,third_place,Buenos Aires,,1978-ARGENTINA
Argentina,Netherlands,3.0,1.0,Argentina,1978-01-01,final,Buenos Aires,,1978-ARGENTINA
Cyprus,Ireland,2.0,3.0,Ireland,1980-01-01,qualification,Levkosia,,1982-SPAIN
Israel,Northern Ireland,0.0,0.0,draw,1980-01-01,qualification,Tel Aviv,,1982-SPAIN
Guyana,Grenada,5.0,2.0,Guyana,1980-01-01,qualification,Georgetown,,1982-SPAIN
Grenada,Guyana,2.0,3.0,Guyana,1980-01-01,qualification,St_Georges,,1982-SPAIN
Libya,Gambia,2.0,1.0,Libya,1980-01-01,qualification,Tripoli,,1982-SPAIN
Ethiopia,Zambia,0.0,0.0,draw,1980-01-01,qualification,Addis Ababa,,1982-SPAIN
Sierra Leone,Algeria,2.0,2.0,draw,1980-01-01,qualification,Freetown,,1982-SPAIN
Zambia,Ethiopia,4.0,0.0,Zambia,1980-01-01,qualification,Ndola,,1982-SPAIN
Iceland,Wales,0.0,4.0,Wales,1980-01-01,qualification,Reykjavik,,1982-SPAIN
Finland,Bulgaria,0.0,2.0,Bulgaria,1980-01-01,qualification,Helsinki,,1982-SPAIN
Algeria,Sierra Leone,3.0,1.0,Algeria,1980-01-01,qualification,Oran,,1982-SPAIN
Sweden,Israel,1.0,1.0,draw,1980-01-01,qualification,Stockholm,,1982-SPAIN
Senegal,Morocco,0.0,1.0,Morocco,1980-01-01,qualification,Dakar,,1982-SPAIN
Guinea,Lesotho,3.0,1.0,Guinea,1980-01-01,qualification,Conakry,,1982-SPAIN
Tunisia,Nigeria,2.0,0.0,Tunisia,1980-01-01,qualification,Tunis,,1982-SPAIN
Cameroon,Malawi,3.0,0.0,Cameroon,1980-01-01,qualification,Yaounde,,1982-SPAIN
Panama,Guatemala,0.0,2.0,Guatemala,1980-01-01,qualification,Panama,,1982-SPAIN
Kenya,Tanzania,3.0,1.0,Kenya,1980-01-01,qualification,Nairobi,,1982-SPAIN
Gambia,Libya,0.0,0.0,draw,1980-01-01,qualification,Banjul,,1982-SPAIN
Morocco,Senegal,0.0,0.0,draw,1980-01-01,qualification,Casablanca,,1982-SPAIN
Lesotho,Guinea,1.0,1.0,draw,1980-01-01,qualification,Maseru,,1982-SPAIN
Nigeria,Tunisia,2.0,0.0,Nigeria,1980-01-01,qualification,Lagos,,1982-SPAIN
Zaire,Mozambique,5.0,2.0,Zaire,1980-01-01,qualification,Kinshasa,,1982-SPAIN
Niger,Somalia,0.0,0.0,draw,1980-01-01,qualification,Niamey,,1982-SPAIN
Tanzania,Kenya,5.0,0.0,Tanzania,1980-01-01,qualification,Dar es Salaam,,1982-SPAIN
Malawi,Cameroon,1.0,1.0,draw,1980-01-01,qualification,Blantyre,,1982-SPAIN
Mozambique,Zaire,1.0,2.0,Zaire,1980-01-01,qualification,Maputo,,1982-SPAIN
Somalia,Niger,1.0,1.0,draw,1980-01-01,qualification,Mogadisho,,1982-SPAIN
Panama,Honduras,0.0,2.0,Honduras,1980-01-01,qualification,Panama,,1982-SPAIN
Haiti,Trinidad and Tobago,2.0,0.0,Haiti,1980-01-01,qualification,Port-au-Prince,,1982-SPAIN
Panama,Costa Rica,1.0,1.0,draw,1980-01-01,qualification,Panama,,1982-SPAIN
Cuba,Surinam,3.0,0.0,Cuba,1980-01-01,qualification,La_Habana,,1982-SPAIN
Trinidad and Tobago,Haiti,1.0,0.0,Trinidad and Tobago,1980-01-01,qualification,San_Fernando,,1982-SPAIN
Panama,El Salvador,1.0,3.0,El Salvador,1980-01-01,qualification,Panama,,1982-SPAIN
Albania,Finland,2.0,0.0,Albania,1980-01-01,qualification,Tirane,,1982-SPAIN
Iceland,Russia,1.0,2.0,Russia,1980-01-01,qualification,Reykjavik,,1982-SPAIN
Surinam,Cuba,0.0,0.0,draw,1980-01-01,qualification,Paramaribo,,1982-SPAIN
Ireland,Netherlands,2.0,1.0,Ireland,1980-01-01,qualification,Dublin,,1982-SPAIN
England,Norway,4.0,0.0,England,1980-01-01,qualification,London,,1982-SPAIN
Luxembourg,Serbia,0.0,5.0,Serbia,1980-01-01,qualification,Luxembourg,,1982-SPAIN
Sweden,Scotland,0.0,1.0,Scotland,1980-01-01,qualification,Stockholm,,1982-SPAIN
Haiti,Dutch Antilles,1.0,0.0,Haiti,1980-01-01,qualification,Port-au-Prince,,1982-SPAIN
Finland,Austria,0.0,2.0,Austria,1980-01-01,qualification,Helsinki,,1982-SPAIN
Turkey,Iceland,1.0,3.0,Iceland,1980-01-01,qualification,Izmir,,1982-SPAIN
Norway,Romania,1.0,1.0,draw,1980-01-01,qualification,Oslo,,1982-SPAIN
Serbia,Denmark,2.0,1.0,Serbia,1980-01-01,qualification,Ljubljana,,1982-SPAIN
Guyana,Surinam,0.0,1.0,Surinam,1980-01-01,qualification,Georgetown,,1982-SPAIN
Costa Rica,Honduras,2.0,3.0,Honduras,1980-01-01,qualification,San_Jose,,1982-SPAIN
El Salvador,Panama,4.0,1.0,El Salvador,1980-01-01,qualification,San_Salvador,,1982-SPAIN
Cyprus,France,0.0,7.0,France,1980-01-01,qualification,Lemesos,,1982-SPAIN
Luxembourg,Italy,0.0,2.0,Italy,1980-01-01,qualification,Luxembourg,,1982-SPAIN
Guatemala,Costa Rica,0.0,0.0,draw,1980-01-01,qualification,Guatemala,,1982-SPAIN
Surinam,Guyana,4.0,0.0,Surinam,1980-01-01,qualification,Paramaribo,,1982-SPAIN
Cameroon,Zimbabwe,2.0,0.0,Cameroon,1980-01-01,qualification,Douala,,1982-SPAIN
Ireland,Belgium,1.0,1.0,draw,1980-01-01,qualification,Dublin,,1982-SPAIN
Wales,Turkey,4.0,0.0,Wales,1980-01-01,qualification,Cardiff,,1982-SPAIN
Russia,Iceland,5.0,0.0,Russia,1980-01-01,qualification,Moskva,,1982-SPAIN
Romania,England,2.0,1.0,Romania,1980-01-01,qualification,Bucuresti,,1982-SPAIN
Denmark,Greece,0.0,1.0,Greece,1980-01-01,qualification,Kobenhavn,,1982-SPAIN
Northern Ireland,Sweden,3.0,0.0,Northern Ireland,1980-01-01,qualification,Belfast,,1982-SPAIN
Scotland,Portugal,0.0,0.0,draw,1980-01-01,qualification,Glasgow,,1982-SPAIN
Canada,Mexico,1.0,1.0,draw,1980-01-01,qualification,Toronto,,1982-SPAIN
Bulgaria,Albania,2.0,1.0,Bulgaria,1980-01-01,qualification,Sofija,,1982-SPAIN
United States,Canada,0.0,0.0,draw,1980-01-01,qualification,Fort Lauderdale,,1982-SPAIN
Honduras,Guatemala,0.0,0.0,draw,1980-01-01,qualification,Tegucigalpa,,1982-SPAIN
El Salvador,Costa Rica,2.0,0.0,El Salvador,1980-01-01,qualification,San_Salvador,,1982-SPAIN
France,Ireland,2.0,0.0,France,1980-01-01,qualification,Paris,,1982-SPAIN
Switzerland,Norway,1.0,2.0,Norway,1980-01-01,qualification,Bern,,1982-SPAIN
Italy,Denmark,2.0,0.0,Italy,1980-01-01,qualification,Roma,,1982-SPAIN
Canada,United States,2.0,1.0,Canada,1980-01-01,qualification,Vancouver,,1982-SPAIN
Costa Rica,Panama,2.0,0.0,Costa Rica,1980-01-01,qualification,San_Jose,,1982-SPAIN
Mexico,United States,5.0,1.0,Mexico,1980-01-01,qualification,Mexico DF,,1982-SPAIN
Guatemala,El Salvador,0.0,0.0,draw,1980-01-01,qualification,Guatemala,,1982-SPAIN
Cuba,Guyana,1.0,0.0,Cuba,1980-01-01,qualification,La_Habana,,1982-SPAIN
Trinidad and Tobago,Dutch Antilles,0.0,0.0,draw,1980-01-01,qualification,Port_of_Spain,,1982-SPAIN
Israel,Sweden,0.0,0.0,draw,1980-01-01,qualification,Tel Aviv,,1982-SPAIN
Austria,Albania,5.0,0.0,Austria,1980-01-01,qualification,Vienna,,1982-SPAIN
Italy,Serbia,2.0,0.0,Italy,1980-01-01,qualification,Turin,,1982-SPAIN
Mexico,Canada,1.0,1.0,draw,1980-01-01,qualification,Mexico DF,,1982-SPAIN
Guatemala,Panama,5.0,0.0,Guatemala,1980-01-01,qualification,Guatemala,,1982-SPAIN
Honduras,Costa Rica,1.0,1.0,draw,1980-01-01,qualification,Tegucigalpa,,1982-SPAIN
Zimbabwe,Cameroon,1.0,0.0,Zimbabwe,1980-01-01,qualification,Harare,,1982-SPAIN
Morocco,Zambia,2.0,0.0,Morocco,1980-01-01,qualification,Fez,,1982-SPAIN
Madagascar,Zaire,1.0,1.0,draw,1980-01-01,qualification,Antananarivo,,1982-SPAIN
Belgium,Netherlands,1.0,0.0,Belgium,1980-01-01,qualification,Bruxelles,,1982-SPAIN
Ireland,Cyprus,6.0,0.0,Ireland,1980-01-01,qualification,Dublin,,1982-SPAIN
Wales,Czech Republic,1.0,0.0,Wales,1980-01-01,qualification,Cardiff,,1982-SPAIN
England,Switzerland,2.0,1.0,England,1980-01-01,qualification,London,,1982-SPAIN
Denmark,Luxembourg,4.0,0.0,Denmark,1980-01-01,qualification,Kobenhavn,,1982-SPAIN
Portugal,Northern Ireland,1.0,0.0,Portugal,1980-01-01,qualification,Lisboa,,1982-SPAIN
United States,Mexico,2.0,1.0,United States,1980-01-01,qualification,Fort Lauderdale,,1982-SPAIN
El Salvador,Honduras,2.0,1.0,El Salvador,1980-01-01,qualification,San_Salvador,,1982-SPAIN
Costa Rica,Guatemala,0.0,3.0,Guatemala,1980-01-01,qualification,San_Jose,,1982-SPAIN
Dutch Antilles,Trinidad and Tobago,0.0,0.0,draw,1980-01-01,qualification,Willemstad,,1982-SPAIN
Honduras,El Salvador,2.0,0.0,Honduras,1980-01-01,qualification,Tegucigalpa,,1982-SPAIN
Guyana,Cuba,0.0,3.0,Cuba,1980-01-01,qualification,Linden,,1982-SPAIN
Zambia,Morocco,2.0,0.0,Zambia,1980-01-01,qualification,Lusaka,,1982-SPAIN
Bulgaria,Germany,1.0,3.0,Germany,1980-01-01,qualification,Sofija,,1982-SPAIN
Czech Republic,Turkey,2.0,0.0,Czech Republic,1980-01-01,qualification,Prague,,1982-SPAIN
Albania,Austria,0.0,1.0,Austria,1980-01-01,qualification,Tirane,,1982-SPAIN
Greece,Italy,0.0,2.0,Italy,1980-01-01,qualification,Athina,,1982-SPAIN
Nigeria,Tanzania,1.0,1.0,draw,1980-01-01,qualification,Lagos,,1982-SPAIN
Malta,Poland,0.0,2.0,Poland,1980-01-01,qualification,Valletta,,1982-SPAIN
Guatemala,Honduras,0.0,1.0,Honduras,1980-01-01,qualification,Guatemala,,1982-SPAIN
Liberia,Guinea,0.0,0.0,draw,1980-01-01,qualification,Monrovia,,1982-SPAIN
Costa Rica,El Salvador,0.0,0.0,draw,1980-01-01,qualification,San_Jose,,1982-SPAIN
Dutch Antilles,Haiti,1.0,1.0,draw,1980-01-01,qualification,Willemstad,,1982-SPAIN
Algeria,Sudan,2.0,0.0,Algeria,1980-01-01,qualification,Constantine,,1982-SPAIN
Honduras,Panama,5.0,0.0,Honduras,1980-01-01,qualification,Tegucigalpa,,1982-SPAIN
Niger,Togo,0.0,1.0,Togo,1980-01-01,qualification,Niamey,,1982-SPAIN
Portugal,Israel,3.0,0.0,Portugal,1980-01-01,qualification,Lisboa,,1982-SPAIN
Tanzania,Nigeria,0.0,2.0,Nigeria,1980-01-01,qualification,Dar es Salaam,,1982-SPAIN
Cyprus,Belgium,0.0,2.0,Belgium,1980-01-01,qualification,Levkosia,,1982-SPAIN
El Salvador,Guatemala,1.0,0.0,El Salvador,1980-01-01,qualification,San_Salvador,,1982-SPAIN
Zaire,Madagascar,3.0,2.0,Zaire,1980-01-01,qualification,Kinshasa,,1982-SPAIN
Guinea,Liberia,1.0,0.0,Guinea,1980-01-01,qualification,Conakry,,1982-SPAIN
Hong Kong,China,0.0,1.0,China,1980-01-01,qualification,Hong Kong,,1982-SPAIN
North Korea,Macao,3.0,0.0,North Korea,1980-01-01,qualification,Hong Kong,,1982-SPAIN
Singapore,Japan,0.0,1.0,Japan,1980-01-01,qualification,Hong Kong,,1982-SPAIN
China,Macao,3.0,0.0,China,1980-01-01,qualification,Hong Kong,,1982-SPAIN
Hong Kong,Singapore,1.0,1.0,draw,1980-01-01,qualification,Hong Kong,,1982-SPAIN
China,Japan,1.0,0.0,China,1980-01-01,qualification,Hong Kong,,1982-SPAIN
Singapore,North Korea,0.0,1.0,North Korea,1980-01-01,qualification,Hong Kong,,1982-SPAIN
Sudan,Algeria,1.0,1.0,draw,1980-01-01,qualification,Khartoum,,1982-SPAIN
Togo,Niger,1.0,2.0,Niger,1980-01-01,qualification,Lome,,1982-SPAIN
Japan,Macao,3.0,0.0,Japan,1980-01-01,qualification,Hong Kong,,1982-SPAIN
Hong Kong,North Korea,2.0,2.0,draw,1980-01-01,qualification,Hong Kong,,1982-SPAIN
North Korea,Japan,1.0,0.0,North Korea,1980-01-01,qualification,Hong Kong,,1982-SPAIN
Hong Kong,China,0.0,0.0,draw,1980-01-01,qualification,Hong Kong,,1982-SPAIN
North Korea,China,2.0,4.0,China,1981-01-01,qualification,Hong Kong,,1982-SPAIN
Greece,Luxembourg,2.0,0.0,Greece,1981-01-01,qualification,Thessalonike,,1982-SPAIN
Venezuela,Brazil,0.0,1.0,Brazil,1981-01-01,qualification,Caracas,,1982-SPAIN
Bolivia,Venezuela,3.0,0.0,Bolivia,1981-01-01,qualification,La_Paz,,1982-SPAIN
Belgium,Cyprus,3.0,2.0,Belgium,1981-01-01,qualification,Bruxelles,,1982-SPAIN
Netherlands,Cyprus,3.0,0.0,Netherlands,1981-01-01,qualification,Groningen,,1982-SPAIN
Bolivia,Brazil,1.0,2.0,Brazil,1981-01-01,qualification,La_Paz,,1982-SPAIN
Israel,Scotland,0.0,1.0,Scotland,1981-01-01,qualification,Tel Aviv,,1982-SPAIN
Luxembourg,Greece,0.0,2.0,Greece,1981-01-01,qualification,Luxembourg,,1982-SPAIN
Venezuela,Bolivia,1.0,0.0,Venezuela,1981-01-01,qualification,Caracas,,1982-SPAIN
Qatar,Iraq,0.0,1.0,Iraq,1981-01-01,qualification,Riyadh,,1982-SPAIN
Syria,Bahrain,0.0,1.0,Bahrain,1981-01-01,qualification,Riyadh,,1982-SPAIN
Iraq,Saudi Arabia,0.0,1.0,Saudi Arabia,1981-01-01,qualification,Riyadh,,1982-SPAIN
Brazil,Bolivia,3.0,1.0,Brazil,1981-01-01,qualification,Rio de Janeiro,,1982-SPAIN
Qatar,Bahrain,3.0,0.0,Qatar,1981-01-01,qualification,Riyadh,,1982-SPAIN
Syria,Saudi Arabia,0.0,2.0,Saudi Arabia,1981-01-01,qualification,Riyadh,,1982-SPAIN
Netherlands,France,1.0,0.0,Netherlands,1981-01-01,qualification,Rotterdam,,1982-SPAIN
Belgium,Ireland,1.0,0.0,Belgium,1981-01-01,qualification,Bruxelles,,1982-SPAIN
Turkey,Wales,0.0,1.0,Wales,1981-01-01,qualification,Ankara,,1982-SPAIN
Scotland,Northern Ireland,1.0,1.0,draw,1981-01-01,qualification,Glasgow,,1982-SPAIN
Iraq,Bahrain,2.0,0.0,Iraq,1981-01-01,qualification,Riyadh,,1982-SPAIN
Qatar,Syria,2.0,1.0,Qatar,1981-01-01,qualification,Riyadh,,1982-SPAIN
Bahrain,Saudi Arabia,0.0,1.0,Saudi Arabia,1981-01-01,qualification,Riyadh,,1982-SPAIN
Brazil,Venezuela,5.0,0.0,Brazil,1981-01-01,qualification,Goiania,,1982-SPAIN
Iraq,Syria,2.0,1.0,Iraq,1981-01-01,qualification,Riyadh,,1982-SPAIN
Qatar,Saudi Arabia,0.0,1.0,Saudi Arabia,1981-01-01,qualification,Riyadh,,1982-SPAIN
Albania,Germany,0.0,2.0,Germany,1981-01-01,qualification,Tirane,,1982-SPAIN
Malta,GDR,1.0,2.0,GDR,1981-01-01,qualification,Valletta,,1982-SPAIN
Guinea,Nigeria,1.0,1.0,draw,1981-01-01,qualification,Conakry,,1982-SPAIN
Zaire,Cameroon,1.0,0.0,Zaire,1981-01-01,qualification,Kinshasa,,1982-SPAIN
Turkey,Czech Republic,0.0,3.0,Czech Republic,1981-01-01,qualification,Istanbul,,1982-SPAIN
South Korea,Malaysia,2.0,1.0,South Korea,1981-01-01,qualification,Kuwait,,1982-SPAIN
Kuwait,Thailand,6.0,0.0,Kuwait,1981-01-01,qualification,Kuwait,,1982-SPAIN
South Korea,Thailand,5.0,1.0,South Korea,1981-01-01,qualification,Kuwait,,1982-SPAIN
Nigeria,Guinea,1.0,0.0,Nigeria,1981-01-01,qualification,Lagos,,1982-SPAIN
New Zealand,Australia,3.0,3.0,draw,1981-01-01,qualification,Auckland,,1982-SPAIN
Kuwait,Malaysia,4.0,0.0,Kuwait,1981-01-01,qualification,Kuwait,,1982-SPAIN
Cameroon,Zaire,6.0,1.0,Cameroon,1981-01-01,qualification,Yaounde,,1982-SPAIN
Morocco,Egypt,1.0,0.0,Morocco,1981-01-01,qualification,Casablanca,,1982-SPAIN
Malaysia,Thailand,2.0,2.0,draw,1981-01-01,qualification,Kuwait,,1982-SPAIN
Switzerland,Hungary,2.0,2.0,draw,1981-01-01,qualification,Luzern,,1982-SPAIN
Scotland,Israel,3.0,1.0,Scotland,1981-01-01,qualification,Glasgow,,1982-SPAIN
Germany,Austria,2.0,0.0,Germany,1981-01-01,qualification,Hamburg,,1982-SPAIN
France,Belgium,3.0,2.0,France,1981-01-01,qualification,Paris,,1982-SPAIN
Cyprus,Netherlands,0.0,1.0,Netherlands,1981-01-01,qualification,Levkosia,,1982-SPAIN
England,Romania,0.0,0.0,draw,1981-01-01,qualification,London,,1982-SPAIN
Serbia,Greece,5.0,1.0,Serbia,1981-01-01,qualification,Split,,1982-SPAIN
Northern Ireland,Portugal,1.0,0.0,Northern Ireland,1981-01-01,qualification,Belfast,,1982-SPAIN
Kuwait,South Korea,2.0,0.0,Kuwait,1981-01-01,qualification,Kuwait,,1982-SPAIN
Luxembourg,Denmark,1.0,2.0,Denmark,1981-01-01,qualification,Luxembourg,,1982-SPAIN
Algeria,Niger,4.0,0.0,Algeria,1981-01-01,qualification,Constantine,,1982-SPAIN
Poland,GDR,1.0,0.0,Poland,1981-01-01,qualification,Chorzow,,1982-SPAIN
Fiji,New Zealand,0.0,4.0,New Zealand,1981-01-01,qualification,Suva,,1982-SPAIN
Taiwan,New Zealand,0.0,0.0,draw,1981-01-01,qualification,Taipei,,1982-SPAIN
Egypt,Morocco,0.0,0.0,draw,1981-01-01,qualification,Cairo,,1982-SPAIN
Indonesia,New Zealand,0.0,2.0,New Zealand,1981-01-01,qualification,Jakarta,,1982-SPAIN
Bulgaria,Finland,4.0,0.0,Bulgaria,1981-01-01,qualification,Sofija,,1982-SPAIN
Hungary,Romania,1.0,0.0,Hungary,1981-01-01,qualification,Budapest,,1982-SPAIN
Australia,New Zealand,0.0,2.0,New Zealand,1981-01-01,qualification,Sydney,,1982-SPAIN
Ecuador,Paraguay,1.0,0.0,Ecuador,1981-01-01,qualification,Guayaquil,,1982-SPAIN
Norway,Hungary,1.0,2.0,Hungary,1981-01-01,qualification,Oslo,,1982-SPAIN
Australia,Indonesia,2.0,0.0,Australia,1981-01-01,qualification,Melbourne,,1982-SPAIN
New Zealand,Indonesia,5.0,0.0,New Zealand,1981-01-01,qualification,Auckland,,1982-SPAIN
Finland,Germany,0.0,4.0,Germany,1981-01-01,qualification,Lahti,,1982-SPAIN
Ecuador,Chile,0.0,0.0,draw,1981-01-01,qualification,Guayaquil,,1982-SPAIN
Czech Republic,Iceland,6.0,1.0,Czech Republic,1981-01-01,qualification,Bratislava,,1982-SPAIN
Austria,Bulgaria,2.0,0.0,Austria,1981-01-01,qualification,Vienna,,1982-SPAIN
Wales,Russia,0.0,0.0,draw,1981-01-01,qualification,Wrexham,,1982-SPAIN
Switzerland,England,2.0,1.0,Switzerland,1981-01-01,qualification,Basel,,1982-SPAIN
New Zealand,Taiwan,2.0,0.0,New Zealand,1981-01-01,qualification,Auckland,,1982-SPAIN
Paraguay,Ecuador,3.0,1.0,Paraguay,1981-01-01,qualification,Asuncion,,1982-SPAIN
Niger,Algeria,1.0,0.0,Niger,1981-01-01,qualification,Niamey,,1982-SPAIN
Fiji,Indonesia,0.0,0.0,draw,1981-01-01,qualification,Suva,,1982-SPAIN
Romania,Norway,1.0,0.0,Romania,1981-01-01,qualification,Bucuresti,,1982-SPAIN
Denmark,Italy,3.0,1.0,Denmark,1981-01-01,qualification,Kobenhavn,,1982-SPAIN
Sweden,Northern Ireland,1.0,0.0,Sweden,1981-01-01,qualification,Stockholm,,1982-SPAIN
Hungary,England,1.0,3.0,England,1981-01-01,qualification,Budapest,,1982-SPAIN
Fiji,Taiwan,2.0,1.0,Fiji,1981-01-01,qualification,Suva,,1982-SPAIN
Paraguay,Chile,0.0,1.0,Chile,1981-01-01,qualification,Asuncion,,1982-SPAIN
Australia,Taiwan,3.0,2.0,Australia,1981-01-01,qualification,Adelaide,,1982-SPAIN
Chile,Ecuador,2.0,0.0,Chile,1981-01-01,qualification,Santiago,,1982-SPAIN
Indonesia,Taiwan,1.0,0.0,Indonesia,1981-01-01,qualification,Jakarta,,1982-SPAIN
Austria,Finland,5.0,1.0,Austria,1981-01-01,qualification,Linz,,1982-SPAIN
Norway,Switzerland,1.0,1.0,draw,1981-01-01,qualification,Oslo,,1982-SPAIN
Chile,Paraguay,3.0,0.0,Chile,1981-01-01,qualification,Santiago,,1982-SPAIN
Sweden,Portugal,3.0,0.0,Sweden,1981-01-01,qualification,Stockholm,,1982-SPAIN
Taiwan,Indonesia,2.0,0.0,Taiwan,1981-01-01,qualification,Taipei,,1982-SPAIN
Colombia,Peru,1.0,1.0,draw,1981-01-01,qualification,Bogota,,1982-SPAIN
Fiji,Australia,1.0,4.0,Australia,1981-01-01,qualification,Suva,,1982-SPAIN
Taiwan,Fiji,0.0,0.0,draw,1981-01-01,qualification,Taipei,,1982-SPAIN
Uruguay,Colombia,3.0,2.0,Uruguay,1981-01-01,qualification,Montevideo,,1982-SPAIN
Indonesia,Fiji,3.0,3.0,draw,1981-01-01,qualification,Jakarta,,1982-SPAIN
Australia,Fiji,10.0,0.0,Australia,1981-01-01,qualification,Melbourne,,1982-SPAIN
Peru,Colombia,2.0,0.0,Peru,1981-01-01,qualification,Lima,,1982-SPAIN
New Zealand,Fiji,13.0,0.0,New Zealand,1981-01-01,qualification,Auckland,,1982-SPAIN
Uruguay,Peru,1.0,2.0,Peru,1981-01-01,qualification,Montevideo,,1982-SPAIN
Indonesia,Australia,1.0,0.0,Indonesia,1981-01-01,qualification,Surabaya,,1982-SPAIN
Finland,Albania,2.0,1.0,Finland,1981-01-01,qualification,Kotka,,1982-SPAIN
Peru,Uruguay,0.0,0.0,draw,1981-01-01,qualification,Lima,,1982-SPAIN
Taiwan,Australia,0.0,0.0,draw,1981-01-01,qualification,Taipei,,1982-SPAIN
Netherlands,Ireland,2.0,2.0,draw,1981-01-01,qualification,Rotterdam,,1982-SPAIN
Belgium,France,2.0,0.0,Belgium,1981-01-01,qualification,Bruxelles,,1982-SPAIN
Iceland,Turkey,2.0,0.0,Iceland,1981-01-01,qualification,Reykjavik,,1982-SPAIN
Czech Republic,Wales,2.0,0.0,Czech Republic,1981-01-01,qualification,Prague,,1982-SPAIN
Norway,England,2.0,1.0,Norway,1981-01-01,qualification,Oslo,,1982-SPAIN
Denmark,Serbia,1.0,2.0,Serbia,1981-01-01,qualification,Kobenhavn,,1982-SPAIN
Scotland,Sweden,2.0,0.0,Scotland,1981-01-01,qualification,Glasgow,,1982-SPAIN
Colombia,Uruguay,1.0,1.0,draw,1981-01-01,qualification,Bogota,,1982-SPAIN
Germany,Finland,7.0,1.0,Germany,1981-01-01,qualification,Bochum,,1982-SPAIN
Iceland,Czech Republic,1.0,1.0,draw,1981-01-01,qualification,Reykjavik,,1982-SPAIN
Russia,Turkey,4.0,0.0,Russia,1981-01-01,qualification,Moskva,,1982-SPAIN
Romania,Hungary,0.0,0.0,draw,1981-01-01,qualification,Bucuresti,,1982-SPAIN
China,New Zealand,0.0,0.0,draw,1981-01-01,qualification,Beijing,,1982-SPAIN
New Zealand,China,1.0,0.0,New Zealand,1981-01-01,qualification,Auckland,,1982-SPAIN
Turkey,Russia,0.0,3.0,Russia,1981-01-01,qualification,Izmir,,1982-SPAIN
Romania,Switzerland,1.0,2.0,Switzerland,1981-01-01,qualification,Bucuresti,,1982-SPAIN
GDR,Poland,2.0,3.0,Poland,1981-01-01,qualification,Leipzig,,1982-SPAIN
Nigeria,Algeria,0.0,2.0,Algeria,1981-01-01,qualification,Lagos,,1982-SPAIN
New Zealand,Kuwait,1.0,2.0,Kuwait,1981-01-01,qualification,Auckland,,1982-SPAIN
Austria,Germany,1.0,3.0,Germany,1981-01-01,qualification,Vienna,,1982-SPAIN
Albania,Bulgaria,0.0,2.0,Bulgaria,1981-01-01,qualification,Tirane,,1982-SPAIN
Netherlands,Belgium,3.0,0.0,Netherlands,1981-01-01,qualification,Rotterdam,,1982-SPAIN
Ireland,France,3.0,2.0,Ireland,1981-01-01,qualification,Dublin,,1982-SPAIN
Wales,Iceland,2.0,2.0,draw,1981-01-01,qualification,Swansea,,1982-SPAIN
Hungary,Switzerland,3.0,0.0,Hungary,1981-01-01,qualification,Budapest,,1982-SPAIN
Greece,Denmark,2.0,3.0,Denmark,1981-01-01,qualification,Thessalonike,,1982-SPAIN
Portugal,Sweden,1.0,2.0,Sweden,1981-01-01,qualification,Lisboa,,1982-SPAIN
Northern Ireland,Scotland,0.0,0.0,draw,1981-01-01,qualification,Belfast,,1982-SPAIN
Serbia,Italy,1.0,1.0,draw,1981-01-01,qualification,Belgrade,,1982-SPAIN
China,Kuwait,3.0,0.0,China,1981-01-01,qualification,Beijing,,1982-SPAIN
Russia,Czech Republic,2.0,0.0,Russia,1981-01-01,qualification,Tbilisi,,1982-SPAIN
Israel,Portugal,4.0,1.0,Israel,1981-01-01,qualification,Tel Aviv,,1982-SPAIN
Algeria,Nigeria,2.0,1.0,Algeria,1981-01-01,qualification,Constantine,,1982-SPAIN
Hungary,Norway,4.0,1.0,Hungary,1981-01-01,qualification,Budapest,,1982-SPAIN
Mexico,Cuba,4.0,0.0,Mexico,1981-01-01,qualification,Tegucigalpa,,1982-SPAIN
Canada,El Salvador,1.0,0.0,Canada,1981-01-01,qualification,Tegucigalpa,,1982-SPAIN
Honduras,Haiti,4.0,0.0,Honduras,1981-01-01,qualification,Tegucigalpa,,1982-SPAIN
Saudi Arabia,Kuwait,0.0,1.0,Kuwait,1981-01-01,qualification,Riyadh,,1982-SPAIN
